region,civ,date,metric,value,extraction_date
(01) Bas-St-Laurent,52,2026-08-04,patients_sur_civiere,42,2026-08-10
(01) Bas-St-Laurent,52,2026-08-05,patients_sur_civiere,37,2026-08-10
(01) Bas-St-Laurent,52,2026-08-06,patients_sur_civiere,35,2026-08-10
(01) Bas-St-Laurent,52,2026-08-07,patients_sur_civiere,35,2026-08-10
(01) Bas-St-Laurent,52,2026-08-08,patients_sur_civiere,38,2026-08-10
(01) Bas-St-Laurent,52,2026-08-09,patients_sur_civiere,30,2026-08-10
(01) Bas-St-Laurent,52,2026-08-10,patients_sur_civiere,31,2026-08-10
(01) Bas-St-Laurent,52,2026-08-04,patients_24h_plus,4,2026-08-10
(01) Bas-St-Laurent,52,2026-08-05,patients_24h_plus,3,2026-08-10
(01) Bas-St-Laurent,52,2026-08-06,patients_24h_plus,2,2026-08-10
(01) Bas-St-Laurent,52,2026-08-07,patients_24h_plus,1,2026-08-10
(01) Bas-St-Laurent,52,2026-08-08,patients_24h_plus,1,2026-08-10
(01) Bas-St-Laurent,52,2026-08-09,patients_24h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-10,patients_24h_plus,2,2026-08-10
(01) Bas-St-Laurent,52,2026-08-04,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-05,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-06,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-07,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-08,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-09,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-10,patients_48h_plus,0,2026-08-10
(01) Bas-St-Laurent,52,2026-08-04,visites_totales_veille,484,2026-08-10
(01) Bas-St-Laurent,52,2026-08-05,visites_totales_veille,449,2026-08-10
(01) Bas-St-Laurent,52,2026-08-06,visites_totales_veille,418,2026-08-10
(01) Bas-St-Laurent,52,2026-08-07,visites_totales_veille,461,2026-08-10
(01) Bas-St-Laurent,52,2026-08-08,visites_totales_veille,440,2026-08-10
(01) Bas-St-Laurent,52,2026-08-09,visites_totales_veille,387,2026-08-10
(01) Bas-St-Laurent,52,2026-08-10,visites_totales_veille,421,2026-08-10
(01) Bas-St-Laurent,52,2026-08-04,taux_occupation,81,2026-08-10
(01) Bas-St-Laurent,52,2026-08-05,taux_occupation,71,2026-08-10
(01) Bas-St-Laurent,52,2026-08-06,taux_occupation,67,2026-08-10
(01) Bas-St-Laurent,52,2026-08-07,taux_occupation,67,2026-08-10
(01) Bas-St-Laurent,52,2026-08-08,taux_occupation,73,2026-08-10
(01) Bas-St-Laurent,52,2026-08-09,taux_occupation,58,2026-08-10
(01) Bas-St-Laurent,52,2026-08-10,taux_occupation,60,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-04,patients_sur_civiere,68,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-05,patients_sur_civiere,81,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-06,patients_sur_civiere,82,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-07,patients_sur_civiere,87,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-08,patients_sur_civiere,77,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-09,patients_sur_civiere,59,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-10,patients_sur_civiere,71,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-04,patients_24h_plus,3,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-05,patients_24h_plus,5,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-06,patients_24h_plus,1,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-07,patients_24h_plus,5,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-08,patients_24h_plus,4,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-09,patients_24h_plus,2,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-10,patients_24h_plus,4,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-04,patients_48h_plus,1,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-05,patients_48h_plus,0,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-06,patients_48h_plus,0,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-07,patients_48h_plus,0,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-08,patients_48h_plus,0,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-09,patients_48h_plus,0,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-10,patients_48h_plus,0,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-04,visites_totales_veille,579,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-05,visites_totales_veille,563,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-06,visites_totales_veille,589,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-07,visites_totales_veille,551,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-08,visites_totales_veille,541,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-09,visites_totales_veille,526,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-10,visites_totales_veille,527,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-04,taux_occupation,65,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-05,taux_occupation,78,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-06,taux_occupation,79,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-07,taux_occupation,84,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-08,taux_occupation,74,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-09,taux_occupation,57,2026-08-10
(02) Saguenay-Lac-Saint-Jean,104,2026-08-10,taux_occupation,68,2026-08-10
(03) Capitale-Nationale,210,2026-08-04,patients_sur_civiere,214,2026-08-10
(03) Capitale-Nationale,210,2026-08-05,patients_sur_civiere,199,2026-08-10
(03) Capitale-Nationale,210,2026-08-06,patients_sur_civiere,205,2026-08-10
(03) Capitale-Nationale,210,2026-08-07,patients_sur_civiere,225,2026-08-10
(03) Capitale-Nationale,210,2026-08-08,patients_sur_civiere,172,2026-08-10
(03) Capitale-Nationale,210,2026-08-09,patients_sur_civiere,172,2026-08-10
(03) Capitale-Nationale,210,2026-08-10,patients_sur_civiere,193,2026-08-10
(03) Capitale-Nationale,210,2026-08-04,patients_24h_plus,34,2026-08-10
(03) Capitale-Nationale,210,2026-08-05,patients_24h_plus,20,2026-08-10
(03) Capitale-Nationale,210,2026-08-06,patients_24h_plus,17,2026-08-10
(03) Capitale-Nationale,210,2026-08-07,patients_24h_plus,32,2026-08-10
(03) Capitale-Nationale,210,2026-08-08,patients_24h_plus,15,2026-08-10
(03) Capitale-Nationale,210,2026-08-09,patients_24h_plus,21,2026-08-10
(03) Capitale-Nationale,210,2026-08-10,patients_24h_plus,34,2026-08-10
(03) Capitale-Nationale,210,2026-08-04,patients_48h_plus,6,2026-08-10
(03) Capitale-Nationale,210,2026-08-05,patients_48h_plus,4,2026-08-10
(03) Capitale-Nationale,210,2026-08-06,patients_48h_plus,2,2026-08-10
(03) Capitale-Nationale,210,2026-08-07,patients_48h_plus,3,2026-08-10
(03) Capitale-Nationale,210,2026-08-08,patients_48h_plus,1,2026-08-10
(03) Capitale-Nationale,210,2026-08-09,patients_48h_plus,3,2026-08-10
(03) Capitale-Nationale,210,2026-08-10,patients_48h_plus,11,2026-08-10
(03) Capitale-Nationale,210,2026-08-04,visites_totales_veille,1182,2026-08-10
(03) Capitale-Nationale,210,2026-08-05,visites_totales_veille,958,2026-08-10
(03) Capitale-Nationale,210,2026-08-06,visites_totales_veille,1149,2026-08-10
(03) Capitale-Nationale,210,2026-08-07,visites_totales_veille,1158,2026-08-10
(03) Capitale-Nationale,210,2026-08-08,visites_totales_veille,1122,2026-08-10
(03) Capitale-Nationale,210,2026-08-09,visites_totales_veille,1054,2026-08-10
(03) Capitale-Nationale,210,2026-08-10,visites_totales_veille,1098,2026-08-10
(03) Capitale-Nationale,210,2026-08-04,taux_occupation,102,2026-08-10
(03) Capitale-Nationale,210,2026-08-05,taux_occupation,95,2026-08-10
(03) Capitale-Nationale,210,2026-08-06,taux_occupation,98,2026-08-10
(03) Capitale-Nationale,210,2026-08-07,taux_occupation,107,2026-08-10
(03) Capitale-Nationale,210,2026-08-08,taux_occupation,82,2026-08-10
(03) Capitale-Nationale,210,2026-08-09,taux_occupation,82,2026-08-10
(03) Capitale-Nationale,210,2026-08-10,taux_occupation,92,2026-08-10
(05) Estrie,145,2026-08-04,patients_sur_civiere,159,2026-08-10
(05) Estrie,145,2026-08-05,patients_sur_civiere,153,2026-08-10
(05) Estrie,145,2026-08-06,patients_sur_civiere,149,2026-08-10
(05) Estrie,145,2026-08-07,patients_sur_civiere,148,2026-08-10
(05) Estrie,145,2026-08-08,patients_sur_civiere,136,2026-08-10
(05) Estrie,145,2026-08-09,patients_sur_civiere,146,2026-08-10
(05) Estrie,145,2026-08-10,patients_sur_civiere,163,2026-08-10
(05) Estrie,145,2026-08-04,patients_24h_plus,38,2026-08-10
(05) Estrie,145,2026-08-05,patients_24h_plus,39,2026-08-10
(05) Estrie,145,2026-08-06,patients_24h_plus,37,2026-08-10
(05) Estrie,145,2026-08-07,patients_24h_plus,33,2026-08-10
(05) Estrie,145,2026-08-08,patients_24h_plus,22,2026-08-10
(05) Estrie,145,2026-08-09,patients_24h_plus,47,2026-08-10
(05) Estrie,145,2026-08-10,patients_24h_plus,55,2026-08-10
(05) Estrie,145,2026-08-04,patients_48h_plus,10,2026-08-10
(05) Estrie,145,2026-08-05,patients_48h_plus,11,2026-08-10
(05) Estrie,145,2026-08-06,patients_48h_plus,11,2026-08-10
(05) Estrie,145,2026-08-07,patients_48h_plus,11,2026-08-10
(05) Estrie,145,2026-08-08,patients_48h_plus,10,2026-08-10
(05) Estrie,145,2026-08-09,patients_48h_plus,14,2026-08-10
(05) Estrie,145,2026-08-10,patients_48h_plus,24,2026-08-10
(05) Estrie,145,2026-08-04,visites_totales_veille,722,2026-08-10
(05) Estrie,145,2026-08-05,visites_totales_veille,735,2026-08-10
(05) Estrie,145,2026-08-06,visites_totales_veille,745,2026-08-10
(05) Estrie,145,2026-08-07,visites_totales_veille,704,2026-08-10
(05) Estrie,145,2026-08-08,visites_totales_veille,733,2026-08-10
(05) Estrie,145,2026-08-09,visites_totales_veille,661,2026-08-10
(05) Estrie,145,2026-08-10,visites_totales_veille,689,2026-08-10
(05) Estrie,145,2026-08-04,taux_occupation,110,2026-08-10
(05) Estrie,145,2026-08-05,taux_occupation,106,2026-08-10
(05) Estrie,145,2026-08-06,taux_occupation,103,2026-08-10
(05) Estrie,145,2026-08-07,taux_occupation,102,2026-08-10
(05) Estrie,145,2026-08-08,taux_occupation,94,2026-08-10
(05) Estrie,145,2026-08-09,taux_occupation,101,2026-08-10
(05) Estrie,145,2026-08-10,taux_occupation,112,2026-08-10
(06) Montréal,287,2026-08-04,patients_sur_civiere,338,2026-08-10
(06) Montréal,287,2026-08-05,patients_sur_civiere,423,2026-08-10
(06) Montréal,287,2026-08-06,patients_sur_civiere,410,2026-08-10
(06) Montréal,287,2026-08-07,patients_sur_civiere,404,2026-08-10
(06) Montréal,287,2026-08-08,patients_sur_civiere,369,2026-08-10
(06) Montréal,287,2026-08-09,patients_sur_civiere,332,2026-08-10
(06) Montréal,287,2026-08-10,patients_sur_civiere,379,2026-08-10
(06) Montréal,287,2026-08-04,patients_24h_plus,105,2026-08-10
(06) Montréal,287,2026-08-05,patients_24h_plus,143,2026-08-10
(06) Montréal,287,2026-08-06,patients_24h_plus,147,2026-08-10
(06) Montréal,287,2026-08-07,patients_24h_plus,132,2026-08-10
(06) Montréal,287,2026-08-08,patients_24h_plus,103,2026-08-10
(06) Montréal,287,2026-08-09,patients_24h_plus,120,2026-08-10
(06) Montréal,287,2026-08-10,patients_24h_plus,150,2026-08-10
(06) Montréal,287,2026-08-04,patients_48h_plus,60,2026-08-10
(06) Montréal,287,2026-08-05,patients_48h_plus,64,2026-08-10
(06) Montréal,287,2026-08-06,patients_48h_plus,64,2026-08-10
(06) Montréal,287,2026-08-07,patients_48h_plus,65,2026-08-10
(06) Montréal,287,2026-08-08,patients_48h_plus,46,2026-08-10
(06) Montréal,287,2026-08-09,patients_48h_plus,51,2026-08-10
(06) Montréal,287,2026-08-10,patients_48h_plus,74,2026-08-10
(06) Montréal,287,2026-08-04,visites_totales_veille,1251,2026-08-10
(06) Montréal,287,2026-08-05,visites_totales_veille,1454,2026-08-10
(06) Montréal,287,2026-08-06,visites_totales_veille,1430,2026-08-10
(06) Montréal,287,2026-08-07,visites_totales_veille,1461,2026-08-10
(06) Montréal,287,2026-08-08,visites_totales_veille,1487,2026-08-10
(06) Montréal,287,2026-08-09,visites_totales_veille,1337,2026-08-10
(06) Montréal,287,2026-08-10,visites_totales_veille,1331,2026-08-10
(06) Montréal,287,2026-08-04,taux_occupation,118,2026-08-10
(06) Montréal,287,2026-08-05,taux_occupation,147,2026-08-10
(06) Montréal,287,2026-08-06,taux_occupation,143,2026-08-10
(06) Montréal,287,2026-08-07,taux_occupation,141,2026-08-10
(06) Montréal,287,2026-08-08,taux_occupation,129,2026-08-10
(06) Montréal,287,2026-08-09,taux_occupation,116,2026-08-10
(06) Montréal,287,2026-08-10,taux_occupation,132,2026-08-10
(07) Outaouais,83,2026-08-04,patients_sur_civiere,25,2026-08-10
(07) Outaouais,83,2026-08-05,patients_sur_civiere,126,2026-08-10
(07) Outaouais,83,2026-08-06,patients_sur_civiere,122,2026-08-10
(07) Outaouais,83,2026-08-07,patients_sur_civiere,107,2026-08-10
(07) Outaouais,83,2026-08-08,patients_sur_civiere,118,2026-08-10
(07) Outaouais,83,2026-08-09,patients_sur_civiere,118,2026-08-10
(07) Outaouais,83,2026-08-10,patients_sur_civiere,132,2026-08-10
(07) Outaouais,83,2026-08-04,patients_24h_plus,6,2026-08-10
(07) Outaouais,83,2026-08-05,patients_24h_plus,37,2026-08-10
(07) Outaouais,83,2026-08-06,patients_24h_plus,42,2026-08-10
(07) Outaouais,83,2026-08-07,patients_24h_plus,32,2026-08-10
(07) Outaouais,83,2026-08-08,patients_24h_plus,30,2026-08-10
(07) Outaouais,83,2026-08-09,patients_24h_plus,49,2026-08-10
(07) Outaouais,83,2026-08-10,patients_24h_plus,59,2026-08-10
(07) Outaouais,83,2026-08-04,patients_48h_plus,4,2026-08-10
(07) Outaouais,83,2026-08-05,patients_48h_plus,11,2026-08-10
(07) Outaouais,83,2026-08-06,patients_48h_plus,11,2026-08-10
(07) Outaouais,83,2026-08-07,patients_48h_plus,9,2026-08-10
(07) Outaouais,83,2026-08-08,patients_48h_plus,12,2026-08-10
(07) Outaouais,83,2026-08-09,patients_48h_plus,13,2026-08-10
(07) Outaouais,83,2026-08-10,patients_48h_plus,25,2026-08-10
(07) Outaouais,83,2026-08-04,visites_totales_veille,279,2026-08-10
(07) Outaouais,83,2026-08-05,visites_totales_veille,486,2026-08-10
(07) Outaouais,83,2026-08-06,visites_totales_veille,457,2026-08-10
(07) Outaouais,83,2026-08-07,visites_totales_veille,524,2026-08-10
(07) Outaouais,83,2026-08-08,visites_totales_veille,451,2026-08-10
(07) Outaouais,83,2026-08-09,visites_totales_veille,456,2026-08-10
(07) Outaouais,83,2026-08-10,visites_totales_veille,431,2026-08-10
(07) Outaouais,83,2026-08-04,taux_occupation,30,2026-08-10
(07) Outaouais,83,2026-08-05,taux_occupation,152,2026-08-10
(07) Outaouais,83,2026-08-06,taux_occupation,147,2026-08-10
(07) Outaouais,83,2026-08-07,taux_occupation,129,2026-08-10
(07) Outaouais,83,2026-08-08,taux_occupation,142,2026-08-10
(07) Outaouais,83,2026-08-09,taux_occupation,142,2026-08-10
(07) Outaouais,83,2026-08-10,taux_occupation,159,2026-08-10
(08) Abitibi-Témiscamingue,36,2026-08-04,patients_sur_civiere,23,2026-08-10
